name,threads,time
max-bottom-box,18,1.76788
max-bottom-box,19,1.68636
max-bottom-box,20,1.55894
max-bottom-box,21,1.48296
max-bottom-box,22,1.42502
max-bottom-box,23,1.35594
max-bottom-box,24,1.3338
max-bottom-box,25,1.25564
max-bottom-box,26,1.22181
max-bottom-box,27,1.18198
max-bottom-box,28,1.13137
max-bottom-box,29,1.12294
max-bottom-box,30,1.11076
max-bottom-box,31,1.02877
max-bottom-box,32,0.994296
saddle-point,0,34.0055
saddle-point,1,41.612
saddle-point,2,21.9635
saddle-point,3,14.8064
saddle-point,4,11.6417
saddle-point,5,9.09728
saddle-point,6,7.72367
saddle-point,7,6.43338
saddle-point,8,5.67346
saddle-point,9,4.98314
saddle-point,10,4.49755
saddle-point,11,4.29784
saddle-point,12,3.64175
saddle-point,13,3.49907
saddle-point,14,3.25671
saddle-point,15,3.01835
saddle-point,16,2.93772
saddle-point,17,2.74332
saddle-point,18,2.70338
saddle-point,19,2.51943
saddle-point,20,2.44865
saddle-point,21,2.39875
saddle-point,22,2.32263
saddle-point,23,2.29855
saddle-point,24,2.24813
saddle-point,25,2.04742
saddle-point,26,1.98482
saddle-point,27,2.20468
saddle-point,28,2.14826
saddle-point,29,1.74196
saddle-point,30,2.038
saddle-point,31,1.93218
saddle-point,32,2.23144
mode,0,17.8174
mode,1,22.9583
mode,2,11.4767
mode,3,7.64354
mode,4,5.74167
mode,5,4.59571
mode,6,3.82006
mode,7,3.2777
mode,8,2.90286
mode,9,2.61021
mode,10,2.36698
mode,11,2.14299
mode,12,1.94611
mode,13,1.82125
mode,14,1.66855
mode,15,1.57423
mode,16,1.4712
mode,17,1.39333
mode,18,1.29944
mode,19,1.24258
mode,20,1.16913
mode,21,1.13891
mode,22,1.06555
mode,23,1.01848
mode,24,1.00098
mode,25,0.955911
mode,26,0.902424
mode,27,0.882903
mode,28,0.862697
mode,29,0.871834
mode,30,0.789355
mode,31,0.789645
mode,32,0.749364
overlapping-ranges,0,28.8246
overlapping-ranges,1,37.1196
overlapping-ranges,2,21.5572
overlapping-ranges,3,15.1253
overlapping-ranges,4,10.2585
overlapping-ranges,5,8.39564
overlapping-ranges,6,6.84416
overlapping-ranges,7,5.86064
overlapping-ranges,8,5.02877
overlapping-ranges,9,4.68142
overlapping-ranges,10,4.12184
overlapping-ranges,11,3.70747
overlapping-ranges,12,3.29338
overlapping-ranges,13,3.08753
overlapping-ranges,14,2.74757
overlapping-ranges,15,2.66199
overlapping-ranges,16,2.50012
overlapping-ranges,17,2.34391
overlapping-ranges,18,2.22582
overlapping-ranges,19,2.08454
overlapping-ranges,20,2.01771
overlapping-ranges,21,1.86603
overlapping-ranges,22,1.80688
overlapping-ranges,23,1.70159
overlapping-ranges,24,1.69567
overlapping-ranges,25,1.53749
overlapping-ranges,26,1.48495
overlapping-ranges,27,1.53164
overlapping-ranges,28,1.43611
overlapping-ranges,29,1.42346
overlapping-ranges,30,1.30239
overlapping-ranges,31,1.25186
overlapping-ranges,32,1.31597
pyramid-ranges,0,28.9237
pyramid-ranges,1,37.0947
pyramid-ranges,2,19.891
pyramid-ranges,3,15.2036
pyramid-ranges,4,10.9011
pyramid-ranges,5,8.15524
pyramid-ranges,6,6.66114
pyramid-ranges,7,6.12629
pyramid-ranges,8,5.0592
pyramid-ranges,9,4.74545
pyramid-ranges,10,4.02298
pyramid-ranges,11,3.56475
pyramid-ranges,12,3.32572
pyramid-ranges,13,3.15015
pyramid-ranges,14,2.86085
pyramid-ranges,15,2.73425
pyramid-ranges,16,2.52052
pyramid-ranges,17,2.33305
pyramid-ranges,18,2.24683
pyramid-ranges,19,2.12706
pyramid-ranges,20,1.99344
pyramid-ranges,21,1.96539
pyramid-ranges,22,1.84162
pyramid-ranges,23,1.76228
pyramid-ranges,24,1.62352
pyramid-ranges,25,1.62566
pyramid-ranges,26,1.45033
pyramid-ranges,27,1.38417
pyramid-ranges,28,1.38107
pyramid-ranges,29,1.38994
pyramid-ranges,30,1.29853
pyramid-ranges,31,1.25328
pyramid-ranges,32,1.28758
increasing-ranges,0,28.8754
